rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
35,677800,Wilyer Abreu,BOS,SEA,2026-06-21T02:10:00Z,Scheduled,3,Emerson Hancock,676106,R,55.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",48.8,54.4,25.4,92.1,80.0,43.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,1,"Last 7 games: 8/28, 1 HR","platoon edge; pitcher baseline 9.8% barrel, 12.2 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.25,42.52,90.1,100.8663,0.4568,0.2033,0.3329,73.75,37.54,37.13,37.31,12.2,0.1709,9.8,44.04,90.05,0.461,0.1955,28.24,,,T-Mobile Park,
36,693307,Dillon Dingler,DET,CWS,2026-06-20T17:10:00Z,Warmup,2,Sean Newcomb,656794,L,55.0,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",53.7,18.5,65.1,100.0,78.0,40.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,28,0,Contact streak: 11/28 over last 7 games,"platoon edge; pitcher baseline 4.8% barrel, 2.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.44,48.71,90.42,101.4859,0.5261,0.234,0.379,71.84,16.28,42.27,29.55,15.1,0.2282,4.79,37.11,87.22,0.3614,0.1103,17.57,Out To LF,67,Comerica Park,
37,607043,Brandon Nimmo,TEX,SD,2026-06-20T20:05:00Z,Pre-Game,4,Walker Buehler,621111,R,54.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",52.5,41.2,41.1,94.9,80.0,20.9,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","platoon edge; pitcher baseline 8.0% barrel, 10.1 HR allowed",EV profile; pitcher fly-ball pressure modest,10.62,51.67,92.18,102.2245,0.4806,0.2055,0.3567,72.44,26.64,31.21,27.73,12.4,0.1586,8.03,40.88,89.79,0.4304,0.1561,20.92,None,72,Globe Life Field,
38,665487,Fernando Tatis Jr.,SD,TEX,2026-06-20T20:05:00Z,Pre-Game,1,MacKenzie Gore,669022,L,54.8,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",48.6,47.2,41.1,93.2,78.0,23.4,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,0,"Last 7 games: 8/29, 0 HR","platoon edge; pitcher baseline 9.4% barrel, 11.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.79,52.71,91.97,104.0474,0.439,0.1596,0.356,75.05,54.67,30.25,21.31,8.9,0.101,9.41,44.1,89.91,0.3961,0.1565,28.21,None,72,Globe Life Field,
39,683737,Michael Busch,CHC,TOR,2026-06-20T18:20:00Z,Pre-Game,4,Patrick Corbin,571578,L,54.6,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",49.2,44.7,55.3,94.9,50.0,31.6,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,1,"Last 7 games: 5/24, 1 HR","same-side matchup; pitcher baseline 8.1% barrel, 11.2 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.18,43.94,89.47,100.0413,0.4619,0.216,0.3612,68.62,4.9,38.81,35.6,15.8,0.185,8.12,41.94,89.06,0.4579,0.1745,24.18,L To R,74,Wrigley Field,
40,624413,Pete Alonso,BAL,LAD,2026-06-21T02:10:00Z,Scheduled,4,Yoshinobu Yamamoto,808967,R,54.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",69.3,30.0,27.6,90.4,50.0,64.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.7% barrel, 11.2 HR allowed",EV profile; pitcher fly-ball pressure modest,14.07,55.03,94.27,103.8905,0.5307,0.2612,0.3741,74.88,49.48,36.92,30.88,23.3,0.2296,6.68,38.02,88.44,0.3565,0.1319,23.43,,,UNIQLO Field at Dodger Stadium,
41,664023,Ian Happ,CHC,TOR,2026-06-20T18:20:00Z,Pre-Game,6,Patrick Corbin,571578,L,54.5,Longshot,Watch List,"Strong Barrel, Platoon Edge",51.1,43.5,55.3,76.2,75.0,30.3,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,30,1,"Last 7 games: 6/30, 1 HR","switch hitter; pitcher baseline 8.1% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.85,44.47,89.93,101.4153,0.4444,0.2224,0.3365,71.91,19.44,43.84,34.21,18.1,0.2232,8.12,41.94,89.06,0.4579,0.1745,24.18,L To R,74,Wrigley Field,
42,666018,Jonathan Aranda,TB,WSH,2026-06-20T20:10:00Z,Pre-Game,2,Cade Cavalli,676917,R,54.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",51.5,32.3,41.1,100.0,80.0,48.5,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,1,Contact streak: 9/28 over last 7 games,"platoon edge; pitcher baseline 6.9% barrel, 6.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.99,48.2,91.46,101.4081,0.4786,0.2079,0.3715,70.22,13.21,31.94,29.99,12.6,0.1765,6.88,39.77,88.61,0.3944,0.1389,21.61,None,72,Tropicana Field,
43,676914,Davis Schneider,TOR,CHC,2026-06-20T18:20:00Z,Pre-Game,7,Colin Rea,607067,R,54.3,Longshot,Watch List,"Strong Barrel, Hot Hitter/Streak",44.3,59.7,55.3,64.3,50.0,71.6,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,17,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 11.6% barrel, 14.4 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.44,43.41,88.98,100.5691,0.3502,0.1734,0.3041,71.22,14.82,45.47,37.54,5.4,0.1733,11.56,41.91,90.15,0.4814,0.2064,26.33,L To R,74,Wrigley Field,
44,605137,Josh Bell,MIN,AZ,2026-06-21T02:10:00Z,Scheduled,5,Zac Gallen,668678,R,54.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge, Hot Hitter/Streak",44.0,55.3,28.2,81.9,75.0,78.7,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,25,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 9.7% barrel, 18.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.84,43.92,89.77,100.8884,0.4437,0.194,0.3289,72.26,27.62,43.67,25.17,12.9,0.1604,9.7,44.54,90.73,0.4725,0.1892,28.69,,,Chase Field,
45,592518,Manny Machado,SD,TEX,2026-06-20T20:05:00Z,Pre-Game,3,MacKenzie Gore,669022,L,54.0,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",44.1,47.2,41.1,96.6,78.0,28.1,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,1,"Last 7 games: 5/27, 1 HR","platoon edge; pitcher baseline 9.4% barrel, 11.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.1,44.78,90.66,101.5524,0.4201,0.1827,0.3179,74.5,42.51,40.99,25.0,16.5,0.1794,9.41,44.1,89.91,0.3961,0.1565,28.21,None,72,Globe Life Field,
46,641355,Cody Bellinger,NYY,CIN,2026-06-20T17:35:00Z,Pre-Game,4,Andrew Abbott,671096,L,53.8,Longshot,Watch List,"Good Environment, Premium Lineup Spot",33.6,39.1,83.7,94.9,50.0,60.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.4% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.71,36.64,88.93,98.4662,0.4467,0.168,0.358,69.68,3.91,41.77,33.74,16.4,0.2038,7.44,37.13,89.2,0.4137,0.1576,28.21,Out To RF,77,Yankee Stadium,
47,694192,Jackson Chourio,MIL,ATL,2026-06-20T20:10:00Z,Pre-Game,1,Chris Sale,519242,L,53.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",55.6,21.3,44.4,88.7,78.0,83.6,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 6.1% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.06,46.01,91.19,102.1892,0.4827,0.2238,0.3399,74.6,48.47,29.89,30.11,13.3,0.2343,6.09,32.46,86.92,0.3403,0.115,25.76,In From RF,83,Truist Park,
48,668715,Spencer Steer,CIN,NYY,2026-06-20T17:35:00Z,Pre-Game,5,Will Warren,701542,R,53.5,Longshot,Watch List,"Strong Barrel, Good Environment",42.5,39.4,83.7,86.4,50.0,18.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,19,1,"Last 7 games: 1/19, 1 HR","same-side matchup; pitcher baseline 7.6% barrel, 11.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.01,36.98,88.91,98.9862,0.4464,0.2001,0.3399,70.83,6.68,48.83,30.93,14.0,0.1786,7.61,40.75,90.37,0.3812,0.1407,26.41,Out To RF,77,Yankee Stadium,
49,682997,Tyler Callihan,PIT,COL,2026-06-21T01:10:00Z,Scheduled,6,Tomoyuki Sugano,608372,R,53.4,Longshot,Watch List,"Projected Lineup, Pitcher Vulnerable, Platoon Edge",34.6,75.0,38.7,71.7,80.0,19.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,0,"Last 7 games: 5/20, 0 HR","platoon edge; pitcher baseline 13.7% barrel, 19.0 HR allowed",fly-ball profile; pitcher allows elevated contact,9.52,43.48,87.07,98.9192,0.3378,0.147,0.2834,70.19,10.05,59.37,44.15,1.4,0.2121,13.69,43.58,90.56,0.5534,0.2469,30.0,,,Coors Field,
50,691406,Junior Caminero,TB,WSH,2026-06-20T20:10:00Z,Pre-Game,4,Cade Cavalli,676917,R,53.2,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",59.1,32.3,41.1,94.9,50.0,39.2,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","same-side matchup; pitcher baseline 6.9% barrel, 6.3 HR allowed",EV profile; pitcher fly-ball pressure modest,12.6,51.26,92.96,105.3691,0.4751,0.2082,0.3565,79.48,87.26,43.21,21.53,24.0,0.2276,6.88,39.77,88.61,0.3944,0.1389,21.61,None,72,Tropicana Field,
51,669065,Kyle Stowers,MIA,SF,2026-06-20T20:10:00Z,Pre-Game,3,Trevor McDonald,686790,R,53.2,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",54.2,26.8,35.0,96.6,80.0,59.1,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.3% barrel, 3.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.31,51.16,90.68,102.5275,0.4523,0.2118,0.3344,74.93,50.16,46.62,28.7,12.4,0.2035,5.34,40.07,89.58,0.376,0.1234,13.87,None,72,loanDepot park,
52,679529,Spencer Torkelson,DET,CWS,2026-06-20T17:10:00Z,Warmup,5,Sean Newcomb,656794,L,53.1,Longshot,Watch List,"Strong Barrel, Platoon Edge",51.7,18.5,65.1,86.4,78.0,55.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 4.8% barrel, 2.2 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.57,44.68,90.2,100.4075,0.4168,0.2034,0.3193,72.93,23.46,47.91,37.65,17.7,0.2055,4.79,37.11,87.22,0.3614,0.1103,17.57,Out To LF,67,Comerica Park,
53,682626,Francisco Alvarez,NYM,PHI,2026-06-20T23:15:00Z,Scheduled,5,Cristopher Sánchez,650911,L,52.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",56.3,34.8,34.3,81.9,78.0,46.5,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,1,"Last 7 games: 8/26, 1 HR","platoon edge; pitcher baseline 8.1% barrel, 7.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.83,47.3,91.49,102.9951,0.4608,0.2101,0.3407,74.35,44.93,43.21,24.96,6.8,0.1567,8.08,42.18,89.21,0.3548,0.1312,17.53,,,Citizens Bank Park,
54,663728,Cal Raleigh,SEA,BOS,2026-06-21T02:10:00Z,Scheduled,2,Connelly Early,813349,L,52.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",53.5,44.8,25.4,95.5,75.0,8.1,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,0,"Last 7 games: 4/23, 0 HR","switch hitter; pitcher baseline 9.3% barrel, 9.8 HR allowed",fly-ball profile; pitcher allows elevated contact,14.6,36.79,88.57,100.1132,0.435,0.2376,0.3199,74.85,51.06,51.98,45.65,22.9,0.2041,9.3,41.61,89.72,0.3897,0.1617,31.31,,,T-Mobile Park,
55,682985,Riley Greene,DET,CWS,2026-06-20T17:10:00Z,Warmup,4,Sean Newcomb,656794,L,52.6,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",57.8,18.5,65.1,94.9,50.0,30.3,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","same-side matchup; pitcher baseline 4.8% barrel, 2.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.23,48.65,91.02,102.717,0.463,0.2144,0.3467,75.53,56.92,38.14,31.56,16.4,0.1734,4.79,37.11,87.22,0.3614,0.1103,17.57,Out To LF,67,Comerica Park,
56,701538,Jackson Merrill,SD,TEX,2026-06-20T20:05:00Z,Pre-Game,5,MacKenzie Gore,669022,L,52.4,Longshot,Watch List,Strong Barrel,47.4,47.2,41.1,86.4,50.0,52.5,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,31,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.4% barrel, 11.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.25,45.63,89.98,100.6568,0.4466,0.2018,0.3232,73.05,28.23,36.51,28.59,10.4,0.158,9.41,44.1,89.91,0.3961,0.1565,28.21,None,72,Globe Life Field,
57,592626,Joc Pederson,TEX,SD,2026-06-20T20:05:00Z,Pre-Game,1,Walker Buehler,621111,R,52.4,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",43.0,41.2,41.1,93.2,80.0,37.8,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,1,"Last 7 games: 5/20, 1 HR","platoon edge; pitcher baseline 8.0% barrel, 10.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.57,46.06,91.48,101.5812,0.4084,0.1684,0.336,72.42,24.52,41.57,28.0,9.0,0.1841,8.03,40.88,89.79,0.4304,0.1561,20.92,None,72,Globe Life Field,
58,687462,Spencer Horwitz,PIT,COL,2026-06-21T01:10:00Z,Scheduled,1,Tomoyuki Sugano,608372,R,52.4,Longshot,Watch List,"Projected Lineup, Pitcher Vulnerable, Premium Lineup Spot, Platoon Edge",26.2,75.0,38.7,88.7,80.0,6.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","platoon edge; pitcher baseline 13.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.51,34.11,86.7,97.6277,0.386,0.1514,0.3316,68.85,5.91,38.68,27.42,9.6,0.1697,13.69,43.58,90.56,0.5534,0.2469,30.0,,,Coors Field,
59,665862,Jazz Chisholm Jr.,NYY,CIN,2026-06-20T17:35:00Z,Pre-Game,7,Andrew Abbott,671096,L,52.3,Longshot,Watch List,"Strong Barrel, Good Environment",43.6,39.1,83.7,64.3,50.0,48.7,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.4% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.94,41.55,89.84,100.3272,0.411,0.1896,0.3187,73.13,32.73,52.89,30.89,17.0,0.2019,7.44,37.13,89.2,0.4137,0.1576,28.21,Out To RF,77,Yankee Stadium,
60,677594,Julio Rodriguez,SEA,BOS,2026-06-21T02:10:00Z,Scheduled,3,Connelly Early,813349,L,52.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",47.8,45.9,25.4,92.1,78.0,34.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,1,"Last 7 games: 6/26, 1 HR","platoon edge; pitcher baseline 9.3% barrel, 9.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.52,45.27,90.68,102.9033,0.4699,0.2041,0.3419,76.61,66.56,36.25,25.21,19.4,0.193,9.3,41.61,89.72,0.3897,0.1617,31.31,,,T-Mobile Park,
61,668904,Royce Lewis,MIN,AZ,2026-06-21T02:10:00Z,Scheduled,4,Zac Gallen,668678,R,52.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",40.2,57.3,28.2,90.4,50.0,75.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 9.7% barrel, 18.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.36,41.0,88.96,100.4091,0.379,0.1607,0.297,74.09,44.63,47.35,29.94,8.8,0.1664,9.7,44.54,90.73,0.4725,0.1892,28.69,,,Chase Field,
62,664034,Ty France,SD,TEX,2026-06-20T20:05:00Z,Pre-Game,6,MacKenzie Gore,669022,L,52.1,Longshot,Watch List,"Strong Barrel, Platoon Edge",44.0,47.2,41.1,76.2,78.0,48.7,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.4% barrel, 11.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.22,47.28,90.62,101.6111,0.4376,0.1884,0.3196,71.49,16.52,33.7,22.31,7.7,0.1926,9.41,44.1,89.91,0.3961,0.1565,28.21,None,72,Globe Life Field,
63,572233,Christian Walker,HOU,CLE,2026-06-20T23:15:00Z,Scheduled,3,Joey Cantillo,676282,L,51.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",47.6,40.5,27.6,92.1,78.0,45.5,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.5% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.57,45.82,90.62,102.0133,0.421,0.1862,0.314,74.17,42.25,43.04,29.26,20.7,0.2271,8.53,38.79,88.38,0.3952,0.1578,30.31,,,Daikin Park,
64,680776,Jarren Duran,BOS,SEA,2026-06-21T02:10:00Z,Scheduled,5,Emerson Hancock,676106,R,51.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",41.7,54.4,25.4,81.9,80.0,50.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.8% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.17,41.83,90.47,102.3183,0.396,0.162,0.305,75.22,52.33,40.65,21.6,13.2,0.1804,9.8,44.04,90.05,0.461,0.1955,28.24,,,T-Mobile Park,
65,803011,Sam Antonacci,CWS,DET,2026-06-20T17:10:00Z,Warmup,1,Troy Melton,675512,R,51.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",27.9,39.1,65.1,93.2,80.0,62.4,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.9% barrel, 5.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.7,35.9,88.1,98.2836,0.445,0.141,0.375,70.3,10.8,31.2,20.4,3.0,0.121,6.92,41.57,89.75,0.4186,0.1659,25.96,Out To LF,67,Comerica Park,
66,662139,Daulton Varsho,TOR,CHC,2026-06-20T18:20:00Z,Pre-Game,6,Colin Rea,607067,R,51.5,Longshot,Watch List,Platoon Edge,33.0,59.7,55.3,76.2,80.0,3.4,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,7,0,"Last 7 games: 1/7, 0 HR","platoon edge; pitcher baseline 11.6% barrel, 14.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.97,38.9,87.17,99.5413,0.4002,0.1564,0.3109,73.71,36.11,40.31,26.79,9.5,0.1994,11.56,41.91,90.15,0.4814,0.2064,26.33,L To R,74,Wrigley Field,
67,696100,Hunter Goodman,COL,PIT,2026-06-21T01:10:00Z,Scheduled,4,Paul Skenes,694973,R,51.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",58.7,22.0,38.7,90.4,50.0,78.4,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 5.8% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.42,46.2,90.87,102.7911,0.4597,0.2238,0.3261,74.96,49.7,50.03,32.2,24.0,0.2693,5.8,37.16,87.46,0.3175,0.1183,21.75,,,Coors Field,
68,678554,Curtis Mead,WSH,TB,2026-06-20T20:10:00Z,Pre-Game,2,Ian Seymour,693855,L,51.3,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",39.1,36.9,41.1,100.0,78.0,47.2,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.3% barrel, 5.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.12,40.4,88.34,99.8119,0.4375,0.1831,0.3471,72.88,31.32,42.63,32.75,8.6,0.193,8.29,36.75,87.79,0.3798,0.1656,31.9,None,72,Tropicana Field,
69,694671,Wyatt Langford,TEX,SD,2026-06-20T20:05:00Z,Pre-Game,3,Walker Buehler,621111,R,51.2,Longshot,Watch List,"Premium Lineup Spot, Hot Hitter/Streak",37.0,41.2,41.1,96.6,50.0,99.1,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,29,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 8.0% barrel, 10.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.03,39.44,89.58,100.6266,0.406,0.1652,0.3096,72.89,26.34,39.95,28.57,10.1,0.1893,8.03,40.88,89.79,0.4304,0.1561,20.92,None,72,Globe Life Field,
