rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
1,699013,Esmerlyn Valdez,PIT,WSH,2026-07-03T22:45:00Z,Scheduled,2,Foster Griffin,656492,L,69.6,Tier 3,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",88.5,45.0,28.2,95.5,78.0,100.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,13,24,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 10.4% barrel, 16.0 HR allowed",EV profile; pitcher fly-ball pressure modest,30.3,57.6,92.3,104.2695,0.628,0.371,0.403,75.2,52.1,21.2,42.4,6.0,0.415,10.4,37.4,87.7,0.406,0.168,26.7,,,Nationals Park,
98,592885,Christian Yelich,MIL,AZ,2026-07-04T01:45:00Z,Scheduled,1,Jose Cabrera,703615,R,45.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",33.4,42.5,28.2,88.7,80.0,8.1,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,0,"Last 7 games: 4/23, 0 HR","platoon edge; pitcher baseline 9.7% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.85,42.62,89.22,100.7774,0.3844,0.1562,0.3041,73.19,32.94,36.69,19.79,12.2,0.1516,9.7,38.7,88.8,0.414,0.173,25.8,,,Chase Field,
99,663616,Trevor Larnach,MIN,NYY,2026-07-03T23:05:00Z,Scheduled,1,Gerrit Cole,543037,R,45.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",28.5,36.5,38.2,88.7,80.0,37.6,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,0,Contact streak: 10/27 over last 7 games,"platoon edge; pitcher baseline 7.5% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.13,37.16,88.03,99.0504,0.4044,0.1453,0.332,71.92,19.91,40.52,25.03,8.6,0.1477,7.5,37.7,89.9,0.369,0.131,33.6,,,Yankee Stadium,
100,666211,Taylor Trammell,HOU,TB,2026-07-04T00:15:00Z,Scheduled,6,Nick Martinez,607259,R,45.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",39.8,34.3,27.6,71.7,80.0,52.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.1% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.11,38.76,90.3,100.9678,0.3714,0.1641,0.2927,74.6,46.53,47.31,31.84,3.0,0.1556,7.07,33.38,87.39,0.431,0.1579,27.98,,,Daikin Park,
101,678554,Curtis Mead,WSH,PIT,2026-07-03T22:45:00Z,Scheduled,3,Mitch Keller,656605,R,45.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",37.4,39.0,28.2,92.1,50.0,37.8,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","same-side matchup; pitcher baseline 6.8% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.19,39.63,87.71,99.7143,0.4291,0.1796,0.3366,72.81,30.83,41.37,32.05,10.7,0.1944,6.75,42.19,89.26,0.4279,0.1521,24.05,,,Nationals Park,
102,671732,Lawrence Butler,ATH,MIA,2026-07-04T01:40:00Z,Scheduled,4,Tyler Phillips,663969,R,45.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",32.5,37.9,30.9,90.4,80.0,17.7,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,0,"Last 7 games: 5/21, 0 HR","platoon edge; pitcher baseline 7.5% barrel, 7.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.52,44.54,89.31,102.0499,0.3755,0.1367,0.3075,73.87,37.94,34.54,19.48,9.8,0.1231,7.55,42.14,89.27,0.3924,0.1471,25.45,,,Sutter Health Park,
103,672640,Otto Lopez,MIA,ATH,2026-07-04T01:40:00Z,Scheduled,2,Jack Perkins,678022,R,45.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",33.4,33.3,30.9,95.5,50.0,68.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,30,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.4% barrel, 5.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.96,41.73,89.41,100.5938,0.4417,0.1559,0.3335,71.98,24.73,32.37,22.78,9.4,0.143,7.43,37.21,88.71,0.3615,0.1342,32.0,,,Sutter Health Park,
104,686611,Dylan Crews,WSH,PIT,2026-07-03T22:45:00Z,Scheduled,5,Mitch Keller,656605,R,44.8,Longshot,Watch List,Projected Lineup,41.3,39.0,28.2,81.9,50.0,32.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,0,Contact streak: 9/27 over last 7 games,"same-side matchup; pitcher baseline 6.8% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.1,43.18,90.47,101.8107,0.4315,0.1769,0.3217,73.58,34.41,31.84,26.02,6.5,0.1398,6.75,42.19,89.26,0.4279,0.1521,24.05,,,Nationals Park,
105,650489,Willi Castro,COL,SF,2026-07-04T00:10:00Z,Scheduled,5,,,,44.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",28.3,40.2,38.7,81.9,75.0,35.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,30,1,"Last 7 games: 7/30, 1 HR","switch hitter; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.5,40.31,87.96,100.1044,0.3687,0.1316,0.3039,72.51,24.81,43.44,30.69,7.5,0.1253,,,,,,,,,Coors Field,
106,650490,Yandy Diaz,TB,HOU,2026-07-04T00:15:00Z,Scheduled,1,Spencer Arrighetti,681293,R,44.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",42.6,35.7,27.6,88.7,50.0,19.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,0,"Last 7 games: 6/24, 0 HR","same-side matchup; pitcher baseline 7.8% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.6,49.56,91.74,103.5036,0.4604,0.1663,0.3677,73.74,38.52,22.27,21.05,15.9,0.1764,7.82,35.37,88.12,0.3987,0.1574,28.79,,,Daikin Park,
107,695731,Braden Montgomery,CWS,CLE,2026-07-03T23:10:00Z,Scheduled,6,Gavin Williams,668909,R,44.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",27.3,57.0,27.6,71.7,75.0,16.6,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,0,"Last 7 games: 6/26, 0 HR","switch hitter; pitcher baseline 11.2% barrel, 17.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.7,43.4,90.0,100.9694,0.373,0.125,0.309,70.2,11.4,39.6,20.8,2.0,0.184,11.24,47.03,90.96,0.4281,0.188,24.11,,,Progressive Field,
108,687515,Colby Thomas,ATH,MIA,2026-07-04T01:40:00Z,Scheduled,8,Tyler Phillips,663969,R,44.5,Longshot,Watch List,"Projected Lineup, Strong Barrel",50.1,37.9,30.9,47.9,50.0,59.6,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.5% barrel, 7.3 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.04,40.06,91.08,101.4019,0.4131,0.2089,0.2838,75.36,53.54,39.28,36.8,4.6,0.1829,7.55,42.14,89.27,0.3924,0.1471,25.45,,,Sutter Health Park,
109,668904,Royce Lewis,MIN,NYY,2026-07-03T23:05:00Z,Scheduled,6,Gerrit Cole,543037,R,44.3,Longshot,Watch List,"Projected Lineup, Strong Barrel",40.6,36.5,38.2,71.7,50.0,37.8,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","same-side matchup; pitcher baseline 7.5% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.87,41.42,89.31,100.4156,0.3825,0.1593,0.2977,74.09,44.91,48.19,32.46,9.5,0.1608,7.5,37.7,89.9,0.369,0.131,33.6,,,Yankee Stadium,
110,682622,Noelvi Marte,CIN,BAL,2026-07-03T23:10:00Z,Scheduled,6,Trevor Rogers,669432,L,44.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",30.4,36.9,39.3,71.7,78.0,48.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.0% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.54,32.94,88.5,99.9133,0.3963,0.1688,0.2956,72.81,29.0,46.88,20.08,7.7,0.1885,7.04,41.54,89.14,0.397,0.1531,24.95,,,Great American Ball Park,
111,672356,Gabriel Arias,CLE,CWS,2026-07-03T23:10:00Z,Scheduled,8,Anthony Kay,641743,L,44.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",42.9,42.9,27.6,47.9,78.0,39.8,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,1,"Last 7 games: 5/19, 1 HR","platoon edge; pitcher baseline 9.1% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.74,47.99,91.18,102.5593,0.3696,0.1577,0.2664,74.61,45.49,35.4,19.33,5.4,0.1577,9.1,40.2,89.1,0.429,0.157,21.5,,,Progressive Field,
112,624585,Jorge Soler,LAA,BOS,2026-07-04T01:38:00Z,Scheduled,4,Jake Bennett,687562,L,44.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",40.6,21.5,28.2,90.4,78.0,34.4,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,1,"Last 7 games: 5/22, 1 HR","platoon edge; pitcher baseline 6.3% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.54,41.51,88.58,101.2494,0.387,0.1739,0.3052,74.56,47.99,51.4,24.75,11.3,0.1853,6.3,35.4,88.2,0.327,0.115,19.8,,,Angel Stadium,
113,592518,Manny Machado,SD,LAD,2026-07-04T02:10:00Z,Scheduled,3,Shohei Ohtani,660271,R,44.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",48.4,11.3,27.6,92.1,50.0,79.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 3.5% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.08,45.97,90.87,101.7827,0.4383,0.196,0.327,74.57,43.63,40.01,27.31,19.3,0.2025,3.54,34.09,87.03,0.2954,0.0905,22.51,,,UNIQLO Field at Dodger Stadium,
114,687221,Dalton Rushing,LAD,SD,2026-07-04T02:10:00Z,Scheduled,9,Michael King,650633,R,44.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",42.0,41.7,27.6,40.2,80.0,66.7,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.7% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.27,42.5,89.33,101.2677,0.4112,0.176,0.3194,72.54,17.89,46.49,28.04,7.5,0.1886,9.72,36.14,87.59,0.42,0.173,25.09,,,UNIQLO Field at Dodger Stadium,
115,691176,Jasson Dominguez,NYY,MIN,2026-07-03T23:05:00Z,Scheduled,5,Mike Paredes,702474,R,44.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",23.1,51.0,38.2,81.9,75.0,7.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,0,"Last 7 games: 4/24, 0 HR","switch hitter; pitcher baseline 7.1% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.06,41.13,89.76,100.5434,0.3448,0.0959,0.2871,73.75,32.2,43.81,22.66,5.1,0.1583,7.1,51.8,91.9,0.459,0.174,30.6,,,Yankee Stadium,
116,657757,Gavin Sheets,SD,LAD,2026-07-04T02:10:00Z,Scheduled,4,Shohei Ohtani,660271,R,44.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",41.6,11.3,27.6,90.4,80.0,73.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,19,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 3.5% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.04,44.89,89.48,100.3435,0.4376,0.1844,0.3379,74.45,47.42,39.75,24.33,15.5,0.2134,3.54,34.09,87.03,0.2954,0.0905,22.51,,,UNIQLO Field at Dodger Stadium,
117,677594,Julio Rodriguez,SEA,TOR,2026-07-04T02:10:00Z,Scheduled,2,Dylan Cease,656302,R,44.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",47.5,19.4,25.4,95.5,50.0,42.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,25,0,Contact streak: 10/25 over last 7 games,"same-side matchup; pitcher baseline 5.7% barrel, 9.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.31,45.48,90.68,102.9047,0.4755,0.2027,0.3482,76.54,65.44,36.32,24.79,19.4,0.1776,5.73,35.26,87.01,0.31,0.1058,22.46,,,T-Mobile Park,
118,680779,Henry Davis,PIT,WSH,2026-07-03T22:45:00Z,Scheduled,9,Foster Griffin,656492,L,43.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",40.4,45.0,28.2,40.2,78.0,54.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,17,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.4% barrel, 16.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.5,39.08,89.93,100.8624,0.3645,0.1627,0.2902,74.67,46.79,51.42,27.61,7.0,0.1572,10.4,37.4,87.7,0.406,0.168,26.7,,,Nationals Park,
119,802139,JJ Wetherholt,STL,CHC,2026-07-03T20:05:00Z,Scheduled,1,David Peterson,656849,L,43.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",39.4,35.8,29.8,88.7,50.0,13.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,0,"Last 7 games: 6/29, 0 HR","same-side matchup; pitcher baseline 6.6% barrel, 8.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.2,45.3,90.1,99.5421,0.436,0.176,0.351,72.5,23.4,39.0,30.7,12.0,0.142,6.61,42.29,89.97,0.4105,0.1405,18.45,,,Wrigley Field,
120,800050,Chase DeLauter,CLE,CWS,2026-07-03T23:10:00Z,Scheduled,3,Anthony Kay,641743,L,43.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",28.9,42.9,27.6,92.1,50.0,45.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,27,0,Contact streak: 12/27 over last 7 games,"same-side matchup; pitcher baseline 9.1% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.5,42.1,90.4,101.0298,0.41,0.13,0.34,71.4,16.3,37.8,19.4,7.0,0.147,9.1,40.2,89.1,0.429,0.157,21.5,,,Progressive Field,
121,669224,Austin Wells,NYY,MIN,2026-07-03T23:05:00Z,Scheduled,8,Mike Paredes,702474,R,43.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",35.0,51.4,38.2,47.9,80.0,0.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,18,0,"Last 7 games: 1/18, 0 HR","platoon edge; pitcher baseline 7.1% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.26,44.64,89.55,100.5954,0.357,0.1486,0.2863,72.91,25.53,44.63,33.42,9.1,0.1225,7.1,51.8,91.9,0.459,0.174,30.6,,,Yankee Stadium,
122,665487,Fernando Tatis,SD,LAD,2026-07-04T02:10:00Z,Scheduled,1,Shohei Ohtani,660271,R,43.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",51.1,11.3,27.6,88.7,50.0,56.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,32,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 3.5% barrel, 3.0 HR allowed",EV profile; pitcher fly-ball pressure modest,11.07,52.85,92.32,104.1825,0.4565,0.1722,0.3609,75.12,55.86,30.74,21.8,11.0,0.122,3.54,34.09,87.03,0.2954,0.0905,22.51,,,UNIQLO Field at Dodger Stadium,
123,815873,Sean Keys,TOR,SEA,2026-07-04T02:10:00Z,Scheduled,8,Luis Castillo,622491,R,43.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",36.0,52.2,25.4,47.9,80.0,25.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,3,2,12,1,"Last 3 games: 2/12, 1 HR","platoon edge; pitcher baseline 10.0% barrel, 13.2 HR allowed",EV profile; pitcher fly-ball pressure modest,0.0,71.4,95.3,101.0983,0.167,0.066,0.116,75.1,54.5,14.3,28.6,1.0,0.25,9.98,44.16,90.3,0.4271,0.1723,28.07,,,T-Mobile Park,
124,670042,Luke Raley,SEA,TOR,2026-07-04T02:10:00Z,Scheduled,7,Dylan Cease,656302,R,43.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",57.3,19.4,25.4,59.8,80.0,8.5,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,0,"Last 7 games: 3/17, 0 HR","platoon edge; pitcher baseline 5.7% barrel, 9.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.08,46.36,90.48,102.0582,0.4679,0.2246,0.3435,74.85,50.97,48.39,28.61,11.0,0.2056,5.73,35.26,87.01,0.31,0.1058,22.46,,,T-Mobile Park,
125,683146,Brett Baty,NYM,ATL,2026-07-03T23:15:00Z,Scheduled,8,Grant Holmes,656550,R,43.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",36.7,51.9,30.9,47.9,80.0,3.4,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,21,0,"Last 7 games: 3/21, 0 HR","platoon edge; pitcher baseline 9.5% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.47,40.74,89.51,100.7826,0.3877,0.1539,0.3081,74.73,49.76,35.68,23.09,7.5,0.1131,9.54,43.86,90.8,0.4231,0.1782,26.83,,,Truist Park,
126,641680,Jonah Heim,ATH,MIA,2026-07-04T01:40:00Z,Scheduled,5,Tyler Phillips,663969,R,43.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",25.3,37.1,30.9,81.9,75.0,57.6,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 7.5% barrel, 7.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.94,31.14,87.61,98.0232,0.388,0.1557,0.2984,69.77,10.01,38.95,30.42,8.9,0.2086,7.55,42.14,89.27,0.3924,0.1471,25.45,,,Sutter Health Park,
127,606192,Teoscar Hernandez,LAD,SD,2026-07-04T02:10:00Z,Scheduled,7,Michael King,650633,R,42.5,Longshot,Watch List,"Projected Lineup, Strong Barrel",44.6,41.7,27.6,59.8,50.0,14.6,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","same-side matchup; pitcher baseline 9.7% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.87,45.4,90.06,100.9575,0.4361,0.1822,0.33,72.41,24.42,34.43,27.77,12.4,0.1699,9.72,36.14,87.59,0.42,0.173,25.09,,,UNIQLO Field at Dodger Stadium,
128,656811,Ryan O'Hearn,PIT,WSH,2026-07-03T22:45:00Z,Scheduled,7,Foster Griffin,656492,L,42.2,Longshot,Watch List,Projected Lineup,34.0,45.0,28.2,59.8,50.0,61.5,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.4% barrel, 16.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.69,43.48,89.61,99.599,0.422,0.1565,0.3311,71.1,11.85,36.77,27.87,14.2,0.177,10.4,37.4,87.7,0.406,0.168,26.7,,,Nationals Park,
129,703607,Henry Bolte,ATH,MIA,2026-07-04T01:40:00Z,Scheduled,1,Tyler Phillips,663969,R,42.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",31.9,37.9,30.9,88.7,50.0,17.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,30,0,"Last 7 games: 7/30, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 7.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.0,48.0,90.4,104.0318,0.344,0.108,0.305,77.0,73.9,30.7,18.8,2.0,0.081,7.55,42.14,89.27,0.3924,0.1471,25.45,,,Sutter Health Park,
130,663728,Cal Raleigh,SEA,TOR,2026-07-04T02:10:00Z,Scheduled,6,Dylan Cease,656302,R,41.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",51.0,18.3,25.4,71.7,75.0,2.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,0,"Last 7 games: 3/22, 0 HR","switch hitter; pitcher baseline 5.7% barrel, 9.8 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.69,36.79,88.78,100.0442,0.4203,0.2257,0.3157,74.78,50.71,52.89,44.95,23.6,0.2006,5.73,35.26,87.01,0.31,0.1058,22.46,,,T-Mobile Park,
