rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
35,666160,Mickey Moniak,COL,CIN,2026-07-18T00:40:00Z,Scheduled,2,Brady Singer,663903,R,58.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",53.0,57.0,38.7,95.5,80.0,17.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,0,"Last 7 games: 5/21, 0 HR","platoon edge; pitcher baseline 10.2% barrel, 19.7 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.82,43.34,89.63,100.5366,0.4613,0.2224,0.3195,74.22,43.42,48.9,38.94,17.7,0.2816,10.17,41.47,90.93,0.4573,0.1933,28.54,,,Coors Field,
36,641355,Cody Bellinger,NYY,LAD,2026-07-17T23:05:00Z,Pre-Game,4,Roki Sasaki,808963,R,58.1,Longshot,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge",30.4,62.3,76.2,94.9,80.0,24.9,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,0,"Last 7 games: 8/28, 0 HR","platoon edge; pitcher baseline 12.3% barrel, 15.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.87,37.13,88.72,98.579,0.4243,0.1547,0.3433,69.68,3.91,42.96,32.06,16.4,0.1793,12.29,45.05,90.39,0.4447,0.2013,29.47,Out To LF,84,Yankee Stadium,
37,545361,Mike Trout,LAA,DET,2026-07-18T01:38:00Z,Scheduled,2,Troy Melton,675512,R,58.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",70.9,33.4,28.2,95.5,50.0,88.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,29,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 6.7% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,18.74,49.09,90.76,103.4522,0.5321,0.2782,0.3937,74.77,49.48,39.87,33.38,20.4,0.2273,6.71,40.17,89.54,0.3591,0.1449,25.75,,,Angel Stadium,
38,696100,Hunter Goodman,COL,CIN,2026-07-18T00:40:00Z,Scheduled,3,Brady Singer,663903,R,57.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",59.6,57.0,38.7,92.1,50.0,27.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,0,"Last 7 games: 7/23, 0 HR","same-side matchup; pitcher baseline 10.2% barrel, 19.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.49,46.34,91.08,102.9315,0.4702,0.2294,0.331,75.03,50.75,49.12,30.66,28.2,0.2714,10.17,41.47,90.93,0.4573,0.1933,28.54,,,Coors Field,
39,668904,Royce Lewis,MIN,CHC,2026-07-18T00:05:00Z,Pre-Game,5,Colin Rea,607067,R,57.8,Longshot,Watch List,"Strong Barrel, Good Environment",42.4,54.9,73.3,86.4,50.0,60.7,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 10.4% barrel, 15.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.71,41.21,89.31,100.5316,0.3937,0.1663,0.3033,74.23,46.87,47.56,31.06,10.9,0.1713,10.44,41.07,89.87,0.4695,0.1959,25.7,Out To LF,87,Wrigley Field,
40,663616,Trevor Larnach,MIN,CHC,2026-07-18T00:05:00Z,Pre-Game,1,Colin Rea,607067,R,57.6,Longshot,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge",30.3,54.9,73.3,93.2,80.0,64.3,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.4% barrel, 15.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.34,38.42,88.45,99.4684,0.4086,0.1467,0.3348,72.06,21.03,41.57,25.24,10.0,0.1596,10.44,41.07,89.87,0.4695,0.1959,25.7,Out To LF,87,Wrigley Field,
41,664023,Ian Happ,CHC,MIN,2026-07-18T00:05:00Z,Pre-Game,5,Bailey Ober,641927,R,57.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Good Environment, Platoon Edge",47.3,49.7,73.3,81.9,75.0,13.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,0,"Last 7 games: 5/24, 0 HR","switch hitter; pitcher baseline 10.1% barrel, 18.1 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.8,43.77,89.72,101.238,0.4269,0.2063,0.3295,72.05,19.65,43.21,33.58,18.8,0.2008,10.06,35.18,88.62,0.4536,0.2091,32.11,Out To LF,87,Wrigley Field,
42,663457,Lars Nootbaar,STL,AZ,2026-07-18T01:40:00Z,Scheduled,5,Merrill Kelly,518876,R,57.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",49.4,69.9,28.2,81.9,80.0,28.5,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,16,1,"Last 7 games: 3/16, 1 HR","platoon edge; pitcher baseline 12.7% barrel, 20.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.13,50.42,91.51,101.9043,0.4504,0.1984,0.345,73.12,35.63,41.15,27.29,6.0,0.1522,12.66,43.64,90.06,0.5339,0.2447,26.85,,,Chase Field,
43,695600,Carter Jensen,KC,SD,2026-07-18T00:10:00Z,Pre-Game,1,Michael King,650633,R,57.3,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",54.1,38.3,66.7,93.2,80.0,0.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,26,0,"Last 7 games: 3/26, 0 HR","platoon edge; pitcher baseline 9.0% barrel, 10.6 HR allowed",EV profile; pitcher fly-ball pressure modest,12.82,48.08,92.18,102.9367,0.4475,0.1983,0.335,74.2,39.94,39.11,29.3,10.0,0.2045,9.02,34.81,87.45,0.4102,0.166,25.93,Out To CF,87,Kauffman Stadium,
44,624413,Pete Alonso,BAL,HOU,2026-07-18T00:10:00Z,Pre-Game,4,Peter Lambert,663567,R,56.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",69.0,33.6,41.1,90.4,50.0,53.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.8% barrel, 11.0 HR allowed",EV profile; pitcher allows elevated contact,14.49,54.68,93.71,103.9284,0.5307,0.2598,0.379,74.95,50.11,37.27,30.95,26.1,0.231,6.8,37.2,88.8,0.347,0.143,33.8,None,72,Daikin Park,
45,664034,Ty France,SD,KC,2026-07-18T00:10:00Z,Pre-Game,5,Seth Lugo,607625,R,56.8,Longshot,Watch List,"Projected Lineup, Strong Barrel",43.2,61.6,66.7,81.9,50.0,36.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,1,"Last 7 games: 6/25, 1 HR","same-side matchup; pitcher baseline 10.5% barrel, 18.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.01,46.23,90.9,101.256,0.4285,0.1828,0.3238,71.63,17.78,34.75,23.08,9.8,0.187,10.47,43.94,90.7,0.4856,0.2121,30.3,Out To CF,87,Kauffman Stadium,
46,677800,Wilyer Abreu,BOS,TB,2026-07-17T23:10:00Z,Scheduled,3,Mason Englert,669438,R,56.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",51.1,56.4,28.7,92.1,80.0,33.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,1,"Last 7 games: 6/27, 1 HR","platoon edge; pitcher baseline 11.6% barrel, 5.4 HR allowed",fly-ball profile; pitcher allows elevated contact,12.3,42.52,90.31,101.1143,0.4603,0.2082,0.3378,73.89,38.38,37.83,37.24,14.3,0.1835,11.57,40.6,89.84,0.464,0.201,30.85,,,Fenway Park,
47,691176,Jasson Domínguez,NYY,LAD,2026-07-17T23:05:00Z,Pre-Game,5,Roki Sasaki,808963,R,56.4,Longshot,Watch List,"Good Environment, Platoon Edge",27.7,60.7,76.2,86.4,75.0,48.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,1,Contact streak: 8/25 over last 7 games,"switch hitter; pitcher baseline 12.3% barrel, 15.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.46,42.46,89.06,100.7336,0.3777,0.1183,0.3039,74.1,37.1,45.07,22.94,6.5,0.1611,12.29,45.05,90.39,0.4447,0.2013,29.47,Out To LF,84,Yankee Stadium,
48,691406,Junior Caminero,TB,BOS,2026-07-17T23:10:00Z,Scheduled,3,,,,56.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",64.3,41.2,28.7,92.1,60.0,48.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,2,Hot streak: 2 HR in last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",EV profile; pitcher fly-ball pressure modest,13.72,51.68,92.96,105.4285,0.5038,0.2369,0.3642,79.48,86.07,46.22,23.56,33.1,0.2745,,,,,,,,,Fenway Park,
49,800050,Chase DeLauter,CLE,PIT,2026-07-17T23:10:00Z,Pre-Game,3,Jared Jones,683003,R,55.5,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",35.0,35.7,67.6,96.6,80.0,90.6,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,28,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 7.4% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.7,44.3,90.9,101.4348,0.433,0.154,0.345,71.5,18.5,38.7,21.1,11.0,0.17,7.4,38.3,89.7,0.388,0.163,22.3,Out To LF,88,Progressive Field,
50,676551,Brewer Hicklen,ATL,TEX,2026-07-17T23:15:00Z,Pre-Game,9,Cal Quantrill,615698,R,55.2,Longshot,Watch List,"Strong Barrel, Good Environment",58.5,50.9,70.9,44.8,50.0,45.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,1,2,4,0,Contact streak: 2/4 over last 1 games,"same-side matchup; pitcher baseline 10.4% barrel, 10.8 HR allowed",EV profile; pitcher allows elevated contact,15.0,61.69,94.22,105.3573,0.456,0.1394,0.3649,73.44,37.99,46.69,0.0,0.0,0.175,10.4,37.09,88.09,0.4659,0.2073,30.69,Out To LF,84,Truist Park,
51,694671,Wyatt Langford,TEX,ATL,2026-07-17T23:15:00Z,Pre-Game,2,Chris Sale,519242,L,55.1,Longshot,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",41.6,22.5,70.9,100.0,78.0,87.0,Yes,No,2,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,30,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 6.1% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.8,41.12,89.79,100.9197,0.4263,0.1869,0.3194,72.96,27.46,39.53,29.62,12.9,0.2103,6.09,33.37,87.2,0.3396,0.1157,25.62,Out To LF,84,Truist Park,
52,681624,Andy Pages,LAD,NYY,2026-07-17T23:05:00Z,Pre-Game,2,Gerrit Cole,543037,R,55.0,Longshot,Watch List,"Good Environment, Premium Lineup Spot",38.9,42.0,76.2,100.0,50.0,43.2,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,1,"Last 7 games: 6/21, 1 HR","same-side matchup; pitcher baseline 9.2% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.54,42.31,88.95,100.1917,0.4434,0.1777,0.3349,72.88,26.68,36.43,29.42,20.0,0.1974,9.2,40.3,89.5,0.379,0.14,30.8,Out To LF,84,Yankee Stadium,
53,679822,Justin Foscue,TEX,ATL,2026-07-17T23:15:00Z,Pre-Game,1,Chris Sale,519242,L,55.0,Longshot,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",46.2,22.5,70.9,93.2,78.0,72.2,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,14,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.1% barrel, 8.9 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,9.1,50.95,90.48,99.8463,0.4281,0.1964,0.3087,70.82,8.89,42.3,35.02,4.9,0.2195,6.09,33.37,87.2,0.3396,0.1157,25.62,Out To LF,84,Truist Park,
54,607043,Brandon Nimmo,TEX,ATL,2026-07-17T23:15:00Z,Pre-Game,3,Chris Sale,519242,L,54.6,Longshot,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot",55.1,22.5,70.9,96.6,50.0,48.3,Yes,No,4,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 3 vs RotoWire 4,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,1,Contact streak: 8/25 over last 7 games,"same-side matchup; pitcher baseline 6.1% barrel, 8.9 HR allowed",EV profile; pitcher fly-ball pressure modest,11.81,51.74,92.39,102.4147,0.4911,0.2104,0.3616,72.44,27.9,31.77,26.75,13.8,0.1656,6.09,33.37,87.2,0.3396,0.1157,25.62,Out To LF,84,Truist Park,
55,805811,Bryce Eldridge,SF,SEA,2026-07-18T02:10:00Z,Scheduled,6,Bryce Miller,682243,R,54.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",72.3,32.1,25.4,71.7,80.0,37.8,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","platoon edge; pitcher baseline 7.3% barrel, 10.7 HR allowed",lift-pull EV profile; pitcher allows elevated contact,16.25,58.72,93.29,103.74,0.5058,0.2638,0.3706,73.04,27.95,43.17,36.07,5.6,0.1595,7.3,34.46,87.85,0.3622,0.147,30.53,,,T-Mobile Park,
56,669224,Austin Wells,NYY,LAD,2026-07-17T23:05:00Z,Pre-Game,9,Roki Sasaki,808963,R,54.3,Longshot,Watch List,"Good Environment, Platoon Edge",36.6,62.3,76.2,44.8,80.0,47.2,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 12.3% barrel, 15.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.75,44.15,89.62,100.6306,0.3682,0.1584,0.2877,72.91,27.35,47.01,33.42,10.5,0.1372,12.29,45.05,90.39,0.4447,0.2013,29.47,Out To LF,84,Yankee Stadium,
57,542303,Marcell Ozuna,PIT,CLE,2026-07-17T23:10:00Z,Pre-Game,7,Gavin Williams,668909,R,54.2,Longshot,Watch List,No major boost,42.0,58.2,67.6,64.3,50.0,54.7,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 11.0% barrel, 18.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.75,40.54,89.76,100.2738,0.4207,0.1915,0.3253,73.39,36.43,40.03,31.2,11.9,0.1414,11.03,47.31,90.75,0.4246,0.1845,24.39,Out To LF,88,Progressive Field,
58,641343,Jake Bauers,MIL,MIA,2026-07-17T23:40:00Z,Scheduled,5,Sandy Alcantara,645261,R,54.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",61.3,33.1,27.6,81.9,80.0,63.7,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,20,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.4% barrel, 15.7 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,13.98,50.85,92.26,103.1912,0.4738,0.223,0.3624,76.71,71.05,39.22,30.4,14.7,0.2172,6.43,37.79,88.95,0.3898,0.1323,24.24,,,American Family Field,
59,669065,Kyle Stowers,MIA,MIL,2026-07-17T23:40:00Z,Scheduled,3,Logan Henderson,701656,R,54.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",60.1,31.2,27.6,92.1,80.0,48.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.7% barrel, 2.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.13,53.61,91.59,103.1627,0.4642,0.2181,0.3435,75.14,52.47,48.02,29.05,15.9,0.228,8.67,32.17,88.1,0.3534,0.1309,30.65,,,American Family Field,
60,572233,Christian Walker,HOU,BAL,2026-07-18T00:10:00Z,Pre-Game,4,Dean Kremer,665152,R,53.8,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",43.4,57.9,41.1,94.9,50.0,33.7,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,1,"Last 7 games: 6/27, 1 HR","same-side matchup; pitcher baseline 11.1% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.87,43.65,89.99,101.5793,0.4028,0.175,0.307,74.24,43.02,43.74,28.28,22.1,0.2124,11.08,34.89,88.38,0.4781,0.2443,38.69,None,72,Daikin Park,
61,802139,JJ Wetherholt,STL,AZ,2026-07-18T01:40:00Z,Scheduled,1,Merrill Kelly,518876,R,53.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",39.2,69.9,28.2,88.7,80.0,0.8,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,0,"Last 7 games: 3/24, 0 HR","platoon edge; pitcher baseline 12.7% barrel, 20.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.3,45.5,90.0,99.4343,0.435,0.174,0.351,72.4,22.7,38.4,30.4,13.0,0.14,12.66,43.64,90.06,0.5339,0.2447,26.85,,,Chase Field,
62,702176,Alan Roden,MIN,CHC,2026-07-18T00:05:00Z,Pre-Game,7,Colin Rea,607067,R,53.2,Longshot,Watch List,"Good Environment, Platoon Edge",36.8,54.9,73.3,64.3,80.0,14.1,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,5,3,14,0,"Last 5 games: 3/14, 0 HR","platoon edge; pitcher baseline 10.4% barrel, 15.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.97,53.64,90.39,99.4909,0.3932,0.1465,0.3215,69.89,6.55,18.13,24.39,0.6,0.0309,10.44,41.07,89.87,0.4695,0.1959,25.7,Out To LF,87,Wrigley Field,
63,669394,Jake Burger,TEX,ATL,2026-07-17T23:15:00Z,Pre-Game,5,Chris Sale,519242,L,53.0,Longshot,Watch List,"Strong Barrel, Good Environment, Platoon Edge",47.8,22.5,70.9,86.4,78.0,42.7,Yes,No,5,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.1% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.45,46.96,90.05,102.7152,0.4276,0.1886,0.3135,75.09,55.25,42.23,27.41,16.0,0.183,6.09,33.37,87.2,0.3396,0.1157,25.62,Out To LF,84,Truist Park,
64,646240,Rafael Devers,SF,SEA,2026-07-18T02:10:00Z,Scheduled,4,Bryce Miller,682243,R,52.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",59.1,32.1,25.4,90.4,80.0,41.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,1,"Last 7 games: 6/22, 1 HR","platoon edge; pitcher baseline 7.3% barrel, 10.7 HR allowed",EV profile; pitcher allows elevated contact,12.99,52.25,92.59,103.1559,0.4681,0.2322,0.339,71.74,20.99,33.91,33.25,23.8,0.2291,7.3,34.46,87.85,0.3622,0.147,30.53,,,T-Mobile Park,
65,666018,Jonathan Aranda,TB,BOS,2026-07-17T23:10:00Z,Scheduled,2,,,,52.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",50.5,41.2,28.7,95.5,60.0,63.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,25,1,Contact streak: 11/25 over last 7 games,"handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.22,48.06,91.67,101.3636,0.4835,0.2051,0.375,70.15,12.44,30.19,30.13,14.0,0.1737,,,,,,,,,Fenway Park,
66,665489,Vladimir Guerrero Jr.,TOR,CWS,2026-07-17T23:15:00Z,Pre-Game,2,Anthony Kay,641743,L,52.6,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",40.0,38.4,43.9,100.0,78.0,52.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.3% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.49,46.22,90.6,103.1174,0.436,0.1451,0.3553,76.35,63.85,36.44,18.47,11.1,0.119,8.3,38.8,88.6,0.417,0.149,21.0,None,72,Rogers Centre,
67,700932,Kyle Manzardo,CLE,PIT,2026-07-17T23:10:00Z,Pre-Game,4,Jared Jones,683003,R,52.4,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",40.0,35.7,67.6,94.9,80.0,0.0,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,24,0,"Last 7 games: 2/24, 0 HR","platoon edge; pitcher baseline 7.4% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.1,40.58,89.46,98.978,0.3968,0.1738,0.3129,70.11,7.37,41.31,32.85,15.1,0.1671,7.4,38.3,89.7,0.388,0.163,22.3,Out To LF,88,Progressive Field,
68,663586,Austin Riley,ATL,TEX,2026-07-17T23:15:00Z,Pre-Game,7,Cal Quantrill,615698,R,52.3,Longshot,Watch List,"Strong Barrel, Good Environment",47.3,50.9,70.9,64.3,50.0,6.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","same-side matchup; pitcher baseline 10.4% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.49,44.32,90.9,102.2453,0.3943,0.1795,0.3006,75.76,58.19,40.22,31.57,11.1,0.1358,10.4,37.09,88.09,0.4659,0.2073,30.69,Out To LF,84,Truist Park,
69,679529,Spencer Torkelson,DET,LAA,2026-07-18T01:38:00Z,Scheduled,4,Reid Detmers,672282,L,52.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",52.2,37.7,28.2,90.4,78.0,41.7,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.1% barrel, 10.2 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,14.13,44.4,89.99,100.5119,0.4245,0.2055,0.3235,73.07,25.21,48.47,35.9,20.5,0.2083,8.06,39.51,89.89,0.3595,0.1362,27.36,,,Angel Stadium,
