rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
137,663586,Austin Riley,ATL,NYM,2026-07-05T00:08:00Z,Scheduled,7,Sean Manaea,640455,L,44.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",47.9,35.8,30.9,59.8,78.0,0.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","platoon edge; pitcher baseline 7.6% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.21,45.23,91.18,102.267,0.3985,0.1823,0.3013,75.69,58.26,40.99,31.43,10.4,0.1365,7.57,39.73,88.47,0.3975,0.1519,23.57,,,Truist Park,
138,702616,Jackson Holliday,BAL,CIN,2026-07-04T23:10:00Z,Scheduled,9,Hunter Greene,668881,R,44.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",36.8,50.8,39.3,40.2,80.0,24.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,1,"Last 7 games: 3/19, 1 HR","platoon edge; pitcher baseline 9.7% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.95,40.03,87.89,98.8362,0.3921,0.1679,0.3112,70.46,8.11,37.02,30.56,8.6,0.1666,9.7,45.0,90.4,0.372,0.171,31.9,,,Great American Ball Park,
139,572233,Christian Walker,HOU,TB,2026-07-04T23:10:00Z,Scheduled,4,Drew Rasmussen,656876,R,44.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",43.5,26.6,27.6,90.4,50.0,42.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,1,"Last 7 games: 7/25, 1 HR","same-side matchup; pitcher baseline 6.2% barrel, 11.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.66,44.28,90.06,101.7618,0.4035,0.1757,0.3056,74.17,42.25,43.46,28.56,21.4,0.2145,6.23,35.81,88.22,0.354,0.125,22.26,,,Daikin Park,
140,815873,Sean Keys,TOR,SEA,2026-07-04T20:10:00Z,Scheduled,8,Logan Gilbert,669302,R,44.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",36.9,51.5,25.4,47.9,80.0,37.8,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,4,4,16,1,"Last 4 games: 4/16, 1 HR","platoon edge; pitcher baseline 10.1% barrel, 15.8 HR allowed",EV profile; pitcher fly-ball pressure modest,0.0,72.7,96.3,101.2581,0.261,0.104,0.178,75.0,47.1,27.3,18.2,1.0,0.25,10.07,43.52,90.66,0.3943,0.1645,29.1,,,T-Mobile Park,
141,664034,Ty France,SD,LAD,2026-07-05T02:10:00Z,Scheduled,5,Yoshinobu Yamamoto,808967,R,44.1,Longshot,Watch List,"Projected Lineup, Strong Barrel",43.2,29.3,27.6,81.9,50.0,54.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,22,1,Contact streak: 8/22 over last 7 games,"same-side matchup; pitcher baseline 6.5% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.15,46.44,90.76,101.4169,0.4292,0.1835,0.3224,71.63,17.78,35.38,22.31,9.1,0.1898,6.54,37.39,88.23,0.3607,0.1326,22.73,,,UNIQLO Field at Dodger Stadium,
142,671732,Lawrence Butler,ATH,MIA,2026-07-05T01:40:00Z,Scheduled,4,Sandy Alcantara,645261,R,43.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",32.7,33.0,30.9,90.4,80.0,13.6,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,0,"Last 7 games: 4/19, 0 HR","platoon edge; pitcher baseline 6.4% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.45,44.82,89.45,102.137,0.3762,0.136,0.3096,73.87,38.01,34.05,19.69,9.8,0.1224,6.43,37.93,88.88,0.3919,0.1316,24.52,,,Sutter Health Park,
143,672356,Gabriel Arias,CLE,CWS,2026-07-04T23:10:00Z,Scheduled,7,Sean Burke,680732,R,43.8,Longshot,Watch List,"Projected Lineup, Strong Barrel",43.7,43.7,27.6,59.8,50.0,37.8,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,1,"Last 7 games: 5/20, 1 HR","same-side matchup; pitcher baseline 8.4% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.04,49.67,91.81,102.8951,0.3808,0.1591,0.279,74.54,44.44,34.77,19.75,5.4,0.15,8.4,38.57,89.32,0.4031,0.1655,31.47,,,Progressive Field,
144,681987,Nate Eaton,BOS,LAA,2026-07-05T01:38:00Z,Scheduled,1,Sam Aldegheri,691951,L,43.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",29.6,42.2,28.2,88.7,78.0,4.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,20,0,"Last 7 games: 3/20, 0 HR","platoon edge; pitcher baseline 8.8% barrel, 3.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.24,33.37,88.17,98.4946,0.3517,0.1608,0.3,73.3,31.9,52.26,18.08,1.0,0.1507,8.85,36.38,88.02,0.4515,0.1728,32.18,,,Angel Stadium,
145,694497,Evan Carter,TEX,DET,2026-07-04T20:05:00Z,Scheduled,6,Jack Flaherty,656427,R,43.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",25.4,48.7,27.6,71.7,80.0,45.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,20,1,"Last 7 games: 6/20, 1 HR","platoon edge; pitcher baseline 8.8% barrel, 12.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.88,36.77,87.54,98.8991,0.3446,0.1344,0.2954,70.91,17.26,37.16,30.71,6.4,0.1499,8.83,46.18,90.54,0.3955,0.159,30.43,,,Globe Life Field,
146,668901,Mark Vientos,NYM,ATL,2026-07-05T00:08:00Z,Scheduled,5,Chris Sale,519242,L,43.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",46.0,18.7,30.9,81.9,78.0,18.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,19,1,"Last 7 games: 1/19, 1 HR","platoon edge; pitcher baseline 5.5% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.31,45.88,90.0,101.1497,0.4397,0.2024,0.3102,72.67,24.04,37.63,29.58,12.1,0.1723,5.53,32.32,86.92,0.3284,0.108,25.76,,,Truist Park,
147,677942,Blaze Alexander,BAL,CIN,2026-07-04T23:10:00Z,Scheduled,8,Hunter Greene,668881,R,43.6,Longshot,Watch List,Projected Lineup,39.6,50.8,39.3,47.9,50.0,24.9,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,0,"Last 7 games: 6/21, 0 HR","same-side matchup; pitcher baseline 9.7% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.6,46.07,91.6,100.5275,0.4195,0.1521,0.3316,72.31,25.11,33.25,22.41,4.2,0.1355,9.7,45.0,90.4,0.372,0.171,31.9,,,Great American Ball Park,
148,681624,Andy Pages,LAD,SD,2026-07-05T02:10:00Z,Scheduled,1,Wandy Peralta,593974,L,43.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",39.5,19.8,27.6,88.7,78.0,44.8,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,27,1,"Last 7 games: 8/27, 1 HR","platoon edge; pitcher baseline 4.6% barrel, 3.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.68,42.45,89.02,100.202,0.4469,0.1805,0.3342,72.88,25.35,35.8,29.0,19.3,0.2023,4.59,35.22,87.88,0.3769,0.119,18.04,,,UNIQLO Field at Dodger Stadium,
149,605141,Mookie Betts,LAD,SD,2026-07-05T02:10:00Z,Scheduled,3,Wandy Peralta,593974,L,43.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",34.3,19.8,27.6,92.1,78.0,68.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,30,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 4.6% barrel, 3.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,7.32,37.48,90.08,98.5914,0.4381,0.1609,0.3363,69.42,8.49,40.73,35.55,13.7,0.1823,4.59,35.22,87.88,0.3769,0.119,18.04,,,UNIQLO Field at Dodger Stadium,
150,663853,Romy Gonzalez,BOS,LAA,2026-07-05T01:38:00Z,Scheduled,5,Sam Aldegheri,691951,L,43.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",27.4,42.2,28.2,81.9,78.0,32.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,4,5,15,0,Contact streak: 5/15 over last 4 games,"platoon edge; pitcher baseline 8.8% barrel, 3.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.78,49.04,89.59,101.7796,0.4191,0.1067,0.3223,72.27,20.2,15.91,12.76,2.7,0.1472,8.85,36.38,88.02,0.4515,0.1728,32.18,,,Angel Stadium,
151,678662,Ezequiel Tovar,COL,SF,2026-07-05T00:10:00Z,Scheduled,9,Robbie Ray,592662,L,43.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",30.6,52.7,38.7,40.2,78.0,39.8,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,1,"Last 7 games: 5/19, 1 HR","platoon edge; pitcher baseline 9.7% barrel, 16.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.83,35.12,88.07,99.0026,0.3913,0.1583,0.2889,71.81,19.73,38.24,31.67,7.6,0.1337,9.67,40.78,89.88,0.4193,0.187,35.76,,,Coors Field,
152,686611,Dylan Crews,WSH,PIT,2026-07-04T15:05:00Z,In Progress,6,Braxton Ashcraft,677952,R,43.1,Longshot,Watch List,No major boost,40.9,27.8,46.7,76.2,50.0,14.6,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","same-side matchup; pitcher baseline 5.5% barrel, 8.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.96,42.97,90.54,101.8848,0.4301,0.1748,0.3231,73.51,34.06,31.91,26.16,6.5,0.1377,5.54,39.62,89.47,0.343,0.1185,25.18,In From LF,93,Nationals Park,
153,678882,Ceddanne Rafaela,BOS,LAA,2026-07-05T01:38:00Z,Scheduled,2,Sam Aldegheri,691951,L,43.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",21.6,42.2,28.2,95.5,78.0,23.4,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,0,"Last 7 games: 8/29, 0 HR","platoon edge; pitcher baseline 8.8% barrel, 3.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.26,35.06,86.83,97.8882,0.3719,0.1278,0.2931,70.3,9.39,36.48,24.6,9.7,0.1552,8.85,36.38,88.02,0.4515,0.1728,32.18,,,Angel Stadium,
154,694203,Denzer Guzman,LAA,BOS,2026-07-05T01:38:00Z,Scheduled,3,Sonny Gray,543243,R,43.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",35.4,36.5,28.2,92.1,50.0,19.5,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,0,"Last 7 games: 7/28, 0 HR","same-side matchup; pitcher baseline 7.8% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.45,40.8,87.76,98.8229,0.3678,0.1449,0.2763,73.29,32.04,44.94,30.35,2.7,0.1565,7.77,38.11,89.04,0.3894,0.146,21.94,,,Angel Stadium,
155,669364,Xavier Edwards,MIA,ATH,2026-07-05T01:40:00Z,Scheduled,4,Aaron Civale,650644,R,43.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",11.3,55.4,30.9,90.4,75.0,38.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,24,0,Contact streak: 9/24 over last 7 games,"switch hitter; pitcher baseline 9.8% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.46,28.84,86.87,96.5663,0.3726,0.1054,0.3181,67.95,2.33,30.13,21.7,5.1,0.1106,9.8,43.93,89.9,0.4671,0.2005,33.72,,,Sutter Health Park,
156,681198,TJ Rumfield,COL,SF,2026-07-05T00:10:00Z,Scheduled,4,Robbie Ray,592662,L,42.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",16.6,52.7,38.7,90.4,50.0,33.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,0,Contact streak: 9/26 over last 7 games,"same-side matchup; pitcher baseline 9.7% barrel, 16.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.9,29.7,84.2,96.7534,0.386,0.137,0.322,69.0,9.0,45.9,28.6,12.0,0.192,9.67,40.78,89.88,0.4193,0.187,35.76,,,Coors Field,
157,687515,Colby Thomas,ATH,MIA,2026-07-05T01:40:00Z,Scheduled,8,Sandy Alcantara,645261,R,42.8,Longshot,Watch List,"Projected Lineup, Strong Barrel",48.8,33.0,30.9,47.9,50.0,57.8,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.4% barrel, 15.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.62,41.04,91.01,101.2195,0.4,0.2019,0.2752,75.22,52.7,39.14,36.66,4.6,0.1773,6.43,37.93,88.88,0.3919,0.1316,24.52,,,Sutter Health Park,
158,606192,Teoscar Hernandez,LAD,SD,2026-07-05T02:10:00Z,Scheduled,6,Wandy Peralta,593974,L,42.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",46.3,19.8,27.6,71.7,78.0,31.6,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,1,"Last 7 games: 5/24, 1 HR","platoon edge; pitcher baseline 4.6% barrel, 3.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.08,45.54,90.27,101.1025,0.4438,0.1906,0.3328,72.48,25.19,34.43,28.96,13.1,0.1755,4.59,35.22,87.88,0.3769,0.119,18.04,,,UNIQLO Field at Dodger Stadium,
159,666139,Josh Lowe,LAA,BOS,2026-07-05T01:38:00Z,Scheduled,7,Sonny Gray,543243,R,42.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",33.5,36.5,28.2,59.8,80.0,60.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,20,1,Contact streak: 8/20 over last 7 games,"platoon edge; pitcher baseline 7.8% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.65,37.36,89.23,99.2591,0.3833,0.159,0.2854,73.52,35.83,36.55,31.57,7.5,0.1467,7.77,38.11,89.04,0.3894,0.146,21.94,,,Angel Stadium,
160,689414,Liam Hicks,MIA,ATH,2026-07-05T01:40:00Z,Scheduled,1,Aaron Civale,650644,R,42.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",10.3,57.0,30.9,88.7,80.0,25.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,31,0,"Last 7 games: 9/31, 0 HR","platoon edge; pitcher baseline 9.8% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.95,29.31,85.3,96.6553,0.3528,0.1067,0.3136,67.96,2.88,41.4,24.15,10.9,0.1557,9.8,43.93,89.9,0.4671,0.2005,33.72,,,Sutter Health Park,
161,683953,Travis Bazzana,CLE,CWS,2026-07-04T23:10:00Z,Scheduled,1,Sean Burke,680732,R,42.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",22.0,43.7,27.6,88.7,80.0,14.1,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","platoon edge; pitcher baseline 8.4% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.3,37.0,88.7,98.768,0.358,0.126,0.307,69.5,13.9,40.9,29.9,7.0,0.165,8.4,38.57,89.32,0.4031,0.1655,31.47,,,Progressive Field,
162,682997,Tyler Callihan,PIT,WSH,2026-07-04T15:05:00Z,In Progress,8,Carson Palmquist,687223,L,42.0,Longshot,Watch List,No major boost,26.3,54.2,46.7,52.4,50.0,30.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,1,"Last 7 games: 4/20, 1 HR","same-side matchup; pitcher baseline 10.1% barrel, 3.0 HR allowed",fly-ball profile; pitcher allows elevated contact,7.56,40.68,86.09,98.0071,0.3234,0.126,0.2648,70.47,10.19,55.87,38.13,2.1,0.1785,10.07,41.19,91.14,0.4411,0.203,34.05,In From LF,93,Nationals Park,
163,608348,Carson Kelly,CHC,STL,2026-07-05T00:08:00Z,Scheduled,7,Kyle Leahy,681517,R,42.0,Longshot,Watch List,Projected Lineup,29.5,58.5,29.8,59.8,50.0,17.7,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,0,"Last 7 games: 5/21, 0 HR","same-side matchup; pitcher baseline 11.2% barrel, 7.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.15,38.97,88.59,99.2876,0.3914,0.1491,0.321,70.96,8.75,39.78,25.57,7.9,0.1307,11.2,48.37,91.06,0.466,0.1866,22.4,,,Wrigley Field,
164,666211,Taylor Trammell,HOU,TB,2026-07-04T23:10:00Z,Scheduled,6,Drew Rasmussen,656876,R,41.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",39.3,26.6,27.6,71.7,80.0,24.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,1,"Last 7 games: 3/19, 1 HR","platoon edge; pitcher baseline 6.2% barrel, 11.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.76,38.62,90.23,100.9172,0.3735,0.1655,0.2927,74.67,46.6,45.77,31.77,3.0,0.1521,6.23,35.81,88.22,0.354,0.125,22.26,,,Daikin Park,
165,682622,Noelvi Marte,CIN,BAL,2026-07-04T23:10:00Z,Scheduled,6,Brandon Young,687064,R,41.6,Longshot,Watch List,Projected Lineup,30.1,41.3,39.3,71.7,50.0,27.1,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,1,"Last 7 games: 5/28, 1 HR","same-side matchup; pitcher baseline 7.8% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.12,34.55,88.78,100.3412,0.3893,0.1618,0.2914,72.81,30.54,45.76,19.87,7.7,0.1773,7.75,41.57,89.19,0.4152,0.1658,27.36,,,Great American Ball Park,
166,666182,Bo Bichette,NYM,ATL,2026-07-05T00:08:00Z,Scheduled,4,Chris Sale,519242,L,41.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",36.0,18.7,30.9,90.4,78.0,18.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","platoon edge; pitcher baseline 5.5% barrel, 7.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.27,45.72,90.72,101.5925,0.4408,0.1545,0.3369,69.8,13.95,26.35,23.58,12.4,0.1412,5.53,32.32,86.92,0.3284,0.108,25.76,,,Truist Park,
167,664983,Jake McCarthy,COL,SF,2026-07-05T00:10:00Z,Scheduled,7,Robbie Ray,592662,L,41.6,Longshot,Watch List,"Projected Lineup, Hot Hitter/Streak",17.7,52.7,38.7,59.8,50.0,88.7,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,29,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 9.7% barrel, 16.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.0,27.32,85.26,96.7981,0.4041,0.142,0.3105,70.71,11.86,37.31,22.5,7.5,0.1921,9.67,40.78,89.88,0.4193,0.187,35.76,,,Coors Field,
168,645277,Ozzie Albies,ATL,NYM,2026-07-05T00:08:00Z,Scheduled,2,Sean Manaea,640455,L,41.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",18.2,34.9,30.9,95.5,75.0,46.4,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 7.6% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.55,29.02,87.36,96.9207,0.3814,0.1307,0.3018,69.07,6.16,45.72,30.64,14.6,0.1579,7.57,39.73,88.47,0.3975,0.1519,23.57,,,Truist Park,
169,672386,Alejandro Kirk,TOR,SEA,2026-07-04T20:10:00Z,Scheduled,5,Logan Gilbert,669302,R,41.3,Longshot,Watch List,Projected Lineup,22.9,51.5,25.4,81.9,50.0,32.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,1,"Last 7 games: 5/23, 1 HR","same-side matchup; pitcher baseline 10.1% barrel, 15.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.34,40.93,87.32,99.4385,0.3631,0.126,0.2925,71.1,14.32,31.74,21.62,5.9,0.1215,10.07,43.52,90.66,0.3943,0.1645,29.1,,,T-Mobile Park,
170,691026,Masyn Winn,STL,CHC,2026-07-05T00:08:00Z,Scheduled,6,Shota Imanaga,684007,L,41.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",13.1,53.9,29.8,71.7,78.0,50.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,1,Contact streak: 8/24 over last 7 games,"platoon edge; pitcher baseline 10.8% barrel, 23.3 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.61,33.34,87.67,98.3722,0.3365,0.0832,0.2986,70.82,13.52,32.74,19.57,5.5,0.0988,10.76,38.25,88.74,0.4249,0.1961,34.53,,,Wrigley Field,
